1,68,2,10654,ﾎﾝﾏ ｺｳｼﾞ,本間　晃司,,ビL01,,ｺｰｽ1D付・ﾌﾞﾗﾝﾁ付,ご家族の方からお電話がありました。折り返しお電話をしてください。,,1,1,12:10
1,196,2,10654,ﾇﾏﾀﾞ ﾏｻﾋｺ,沼田　征彦,,ビL01,,ｺｰｽ1D付・ﾌﾞﾗﾝﾁ付,,,1,1,12:10
1,250,2,10654,ｷｼﾍﾞ ｺｳｽｹ,岸部　浩介,,ビL01,,ｺｰｽ1D付・ﾌﾞﾗﾝﾁ付,,,1,1,12:10
1,324,2,10654,ｳｼﾞｲｴ ﾎｳｼ,氏家　法嗣,,ビL01,,ｺｰｽ1D付・ﾌﾞﾗﾝﾁ付,,,1,1,12:10
1,18,2,10700,ｶﾐｼﾞｮｳ ﾋﾛｱｷ,上条　博明,,ビLD08,,P/昼・ﾄﾞﾘﾝｸ付き,,,1,1,12:10
1,34,2,10700,ｶﾜｺﾞｴ ﾄｼｵ,川越　利夫,,ビLD08,,P/昼・ﾄﾞﾘﾝｸ付き,,,1,1,
1,50,2,10700,ｽﾄﾞｳ ﾉﾌﾞﾋｺ,須藤　ノブヒコ,,ビLD08,,P/昼・ﾄﾞﾘﾝｸ付き,,,1,1,
1,4,1,10700,ｵｵｺｳﾁ ﾐﾂﾉﾘ,大河内　充則,,メLD011,,P/昼・ﾄﾞﾘﾝｸ付き・閻魔K,,,1,1,
1,64,2,10706,ﾔｸﾞﾁ ﾂﾄﾑ,矢口　努,,接待A,,研修,,,3,1,
1,188,2,10706,ﾎﾘｻﾜ ﾋﾛｱｷ,堀澤　博明,,接待A,,研修,,,3,1,
1,536,2,10706,ｵｵｸﾏ ｹｲｺ,大熊　恵子,,接待A,,研修,,,3,1,
1,623,2,10706,ﾅｶﾞﾊﾏ ﾅﾅｾ,長浜　七世,,接待A,,研修,,,3,1,
1,86,2,10712,ｲｲﾂﾞｶ ｾｲｼﾞ,飯塚　精児,,ビL01,,ｺｰｽ1D付・ﾌﾞﾗﾝﾁ付,,,1,1,
1,232,2,10712,ｲﾏｶﾞﾜ ﾕｳｼﾞ,今川　裕司,,ビL01,,ｺｰｽ1D付・ﾌﾞﾗﾝﾁ付,,,1,1,
1,500,2,10712,ﾅｶﾞｻﾜ ｱｲｺ,長沢　愛子,,ビL01,,ｺｰｽ1D付・ﾌﾞﾗﾝﾁ付,,,1,1,12:10
1,563,1,10712,ﾌｸﾔﾏ ﾊﾅ,福山　花,,メ09,,,オーダーは全て接待扱いとしてください。※他の方へのおごり分は除きます。,,1,1,12:10
1,126,1,10718,ﾏｽｲ ﾏﾓﾙ,増井　守,,メ11,,,,,1,1,12:10
1,262,1,10718,ﾅｶﾞﾔﾏ ｼﾝﾉｽｹ,永山　慎之介,,メ11,,,,,1,1,12:10
1,519,1,10718,ﾉﾊﾗ ｱｵｲ,野原　あおい,,メ11,,,,,1,1,12:10
1,550,1,10718,ｵｷﾞ ﾐｶ,小木　美佳,,メ11,,,,,1,1,
1,138,1,10724,ﾌｶﾀﾞ ｷｽｹ,深田　基祐,,メLD011,,P/昼・ﾄﾞﾘﾝｸ付き・黒霧K,,,1,1,
1,12,1,10724,ﾔｸｼﾏﾙ ﾏｻﾕｷ,薬師丸　将之,,メ11,,,,,1,1,
1,42,1,10724,ｻｶﾓﾄ ｼｭﾝｼﾞ,阪本　隼士,,メ11,,,,,1,1,
1,74,1,10724,ﾏｷﾉ ﾎｳｼ,牧野　法嗣,,メ11,,,,,1,1,
1,450,1,10724,James Sosa,James Sosa,,メ11,,,日本語をお話になられません。英語、同組の42：阪本様が通訳してくださいます。,,1,1,
1,94,1,10730,ﾄｸﾅｶﾞ ﾋﾃﾞｱｷ,徳永　英明,,メ11,,,,,1,1,
1,166,1,10730,ﾐﾔｻﾞｷ ﾐﾂﾋﾛ,宮崎　光洋,,メ11,,,,,1,1,
1,290,1,10730,ｷﾀﾉ ﾕｳｷ,北野　裕樹,,メ11,,,,,1,1,
1,8,1,10736,ﾀｹﾅｶ ﾛｸﾛｳ,竹中　禄郎,,メ11,,,,,3,1,
1,58,1,10736,ｵｵｺﾞ ﾀﾛｳ,大後　太朗,,メ11,,,,,1,1,12:10
